model,metric_score,feature_index
SVC,0.6166666666666667,6
AdaBoostClassifier,0.6833333333333333,7
BaggingClassifier,0.6833333333333333,7
DecisionTreeClassifier,0.6833333333333333,7
GradientBoostingClassifier,0.6833333333333333,7
KNeighborsClassifier,0.6166666666666667,7
LogisticRegression,0.5833333333333334,7
MLPClassifier,0.6666666666666666,7
NearestCentroid,0.6166666666666667,7
RandomForestClassifier,0.6833333333333333,7
SVC,0.6166666666666667,7
AdaBoostClassifier,0.5833333333333334,8
BaggingClassifier,0.4666666666666667,8
DecisionTreeClassifier,0.5666666666666667,8
GradientBoostingClassifier,0.6333333333333333,8
KNeighborsClassifier,0.5833333333333334,8
LogisticRegression,0.5166666666666667,8
MLPClassifier,0.5166666666666667,8
NearestCentroid,0.5333333333333333,8
RandomForestClassifier,0.4666666666666667,8
SVC,0.5166666666666667,8
AdaBoostClassifier,0.8333333333333334,9
BaggingClassifier,0.8166666666666667,9
DecisionTreeClassifier,0.8166666666666667,9
GradientBoostingClassifier,0.8166666666666667,9
KNeighborsClassifier,0.85,9
LogisticRegression,0.55,9
MLPClassifier,0.85,9
NearestCentroid,0.5666666666666667,9
RandomForestClassifier,0.8166666666666667,9
SVC,0.7833333333333333,9
AdaBoostClassifier,0.4833333333333333,10
BaggingClassifier,0.4833333333333333,10
DecisionTreeClassifier,0.4833333333333333,10
GradientBoostingClassifier,0.4833333333333333,10
KNeighborsClassifier,0.5333333333333333,10
LogisticRegression,0.5166666666666667,10
MLPClassifier,0.5166666666666667,10
NearestCentroid,0.55,10
RandomForestClassifier,0.4833333333333333,10
SVC,0.55,10
AdaBoostClassifier,0.6,11
BaggingClassifier,0.5666666666666667,11
DecisionTreeClassifier,0.6166666666666667,11
GradientBoostingClassifier,0.5833333333333334,11
KNeighborsClassifier,0.5,11
LogisticRegression,0.6,11
MLPClassifier,0.5666666666666667,11
NearestCentroid,0.5666666666666667,11
RandomForestClassifier,0.5666666666666667,11
SVC,0.5666666666666667,11
AdaBoostClassifier,0.7,12
BaggingClassifier,0.7,12
DecisionTreeClassifier,0.6333333333333333,12
GradientBoostingClassifier,0.65,12
KNeighborsClassifier,0.65,12
LogisticRegression,0.6,12
MLPClassifier,0.5166666666666667,12
NearestCentroid,0.65,12
RandomForestClassifier,0.7,12
SVC,0.6166666666666667,12
AdaBoostClassifier,0.6666666666666666,13
BaggingClassifier,0.7166666666666667,13
DecisionTreeClassifier,0.6833333333333333,13
GradientBoostingClassifier,0.7,13
KNeighborsClassifier,0.7,13
LogisticRegression,0.5166666666666667,13
MLPClassifier,0.5166666666666667,13
NearestCentroid,0.5166666666666667,13
RandomForestClassifier,0.7166666666666667,13
SVC,0.5166666666666667,13
AdaBoostClassifier,0.9,14
BaggingClassifier,0.9,14
DecisionTreeClassifier,0.9,14
GradientBoostingClassifier,0.9,14
KNeighborsClassifier,0.9,14
LogisticRegression,0.75,14
MLPClassifier,0.85,14
NearestCentroid,0.75,14
RandomForestClassifier,0.9,14
SVC,0.9,14
AdaBoostClassifier,0.9166666666666666,15
BaggingClassifier,0.9166666666666666,15
DecisionTreeClassifier,0.9166666666666666,15
GradientBoostingClassifier,0.9166666666666666,15
KNeighborsClassifier,0.9166666666666666,15
LogisticRegression,0.85,15
MLPClassifier,0.9166666666666666,15
NearestCentroid,0.85,15
RandomForestClassifier,0.9166666666666666,15
SVC,0.85,15
AdaBoostClassifier,0.9,16
BaggingClassifier,0.9,16
DecisionTreeClassifier,0.8666666666666667,16
GradientBoostingClassifier,0.9,16
KNeighborsClassifier,0.8666666666666667,16
LogisticRegression,0.8,16
MLPClassifier,0.65,16
NearestCentroid,0.8166666666666667,16
RandomForestClassifier,0.8666666666666667,16
SVC,0.85,16
AdaBoostClassifier,0.9166666666666666,17
BaggingClassifier,0.9166666666666666,17
DecisionTreeClassifier,0.9166666666666666,17
GradientBoostingClassifier,0.9166666666666666,17
KNeighborsClassifier,0.9166666666666666,17
LogisticRegression,0.6166666666666667,17
MLPClassifier,1.0,17
NearestCentroid,0.6166666666666667,17
RandomForestClassifier,0.9166666666666666,17
SVC,0.7166666666666667,17
AdaBoostClassifier,0.9166666666666666,18
BaggingClassifier,0.9166666666666666,18
DecisionTreeClassifier,0.9166666666666666,18
GradientBoostingClassifier,0.9166666666666666,18
KNeighborsClassifier,0.9166666666666666,18
LogisticRegression,0.6666666666666666,18
MLPClassifier,0.5166666666666667,18
NearestCentroid,0.6333333333333333,18
RandomForestClassifier,0.9166666666666666,18
SVC,0.7166666666666667,18
AdaBoostClassifier,0.7666666666666667,19
BaggingClassifier,0.7666666666666667,19
DecisionTreeClassifier,0.7666666666666667,19
GradientBoostingClassifier,0.6666666666666666,19
KNeighborsClassifier,0.7666666666666667,19
LogisticRegression,0.5166666666666667,19
MLPClassifier,0.5666666666666667,19
NearestCentroid,0.6166666666666667,19
RandomForestClassifier,0.7666666666666667,19
SVC,0.6666666666666666,19
AdaBoostClassifier,0.5166666666666667,20
BaggingClassifier,0.5166666666666667,20
DecisionTreeClassifier,0.5166666666666667,20
GradientBoostingClassifier,0.5166666666666667,20
KNeighborsClassifier,0.5166666666666667,20
LogisticRegression,0.5166666666666667,20
MLPClassifier,0.5166666666666667,20
RandomForestClassifier,0.5166666666666667,20
SVC,0.5166666666666667,20
AdaBoostClassifier,0.5166666666666667,21
BaggingClassifier,0.5166666666666667,21
DecisionTreeClassifier,0.5166666666666667,21
GradientBoostingClassifier,0.5166666666666667,21
KNeighborsClassifier,0.5166666666666667,21
LogisticRegression,0.5166666666666667,21
MLPClassifier,0.5166666666666667,21
RandomForestClassifier,0.5166666666666667,21
SVC,0.5166666666666667,21
