model,metric_score,feature_index
MLPClassifier,0.15,9
NearestCentroid,0.0333333333333333,9
RandomForestClassifier,0.15,9
SVC,0.2,9
AdaBoostClassifier,0.1833333333333333,10
BaggingClassifier,0.1666666666666666,10
DecisionTreeClassifier,0.1833333333333333,10
GradientBoostingClassifier,0.1,10
KNeighborsClassifier,0.1666666666666666,10
LogisticRegression,0.15,10
MLPClassifier,0.15,10
NearestCentroid,0.0166666666666666,10
RandomForestClassifier,0.1333333333333333,10
SVC,0.1666666666666666,10
AdaBoostClassifier,0.1666666666666666,11
BaggingClassifier,0.1833333333333333,11
DecisionTreeClassifier,0.1166666666666666,11
GradientBoostingClassifier,0.1,11
KNeighborsClassifier,0.1333333333333333,11
LogisticRegression,0.15,11
MLPClassifier,0.15,11
NearestCentroid,0.0166666666666666,11
RandomForestClassifier,0.1666666666666666,11
SVC,0.15,11
AdaBoostClassifier,0.2,12
BaggingClassifier,0.2166666666666666,12
DecisionTreeClassifier,0.2166666666666666,12
GradientBoostingClassifier,0.0666666666666666,12
KNeighborsClassifier,0.2,12
LogisticRegression,0.2166666666666666,12
MLPClassifier,0.1333333333333333,12
NearestCentroid,0.1,12
RandomForestClassifier,0.15,12
SVC,0.2166666666666666,12
AdaBoostClassifier,0.15,13
BaggingClassifier,0.1333333333333333,13
DecisionTreeClassifier,0.1333333333333333,13
GradientBoostingClassifier,0.0333333333333333,13
KNeighborsClassifier,0.1166666666666666,13
LogisticRegression,0.15,13
MLPClassifier,0.15,13
NearestCentroid,0.0,13
RandomForestClassifier,0.0833333333333333,13
SVC,0.15,13
AdaBoostClassifier,0.2,14
BaggingClassifier,0.1333333333333333,14
DecisionTreeClassifier,0.15,14
GradientBoostingClassifier,0.1,14
KNeighborsClassifier,0.1333333333333333,14
LogisticRegression,0.15,14
MLPClassifier,0.15,14
NearestCentroid,0.0666666666666666,14
RandomForestClassifier,0.1,14
SVC,0.15,14
AdaBoostClassifier,0.1833333333333333,15
BaggingClassifier,0.2166666666666666,15
DecisionTreeClassifier,0.2166666666666666,15
GradientBoostingClassifier,0.15,15
KNeighborsClassifier,0.1833333333333333,15
LogisticRegression,0.15,15
MLPClassifier,0.1166666666666666,15
NearestCentroid,0.05,15
RandomForestClassifier,0.2,15
SVC,0.2166666666666666,15
AdaBoostClassifier,0.1666666666666666,16
BaggingClassifier,0.1333333333333333,16
DecisionTreeClassifier,0.1333333333333333,16
GradientBoostingClassifier,0.0833333333333333,16
KNeighborsClassifier,0.15,16
LogisticRegression,0.1833333333333333,16
MLPClassifier,0.15,16
NearestCentroid,0.0833333333333333,16
RandomForestClassifier,0.1333333333333333,16
SVC,0.15,16
AdaBoostClassifier,0.1666666666666666,17
BaggingClassifier,0.1333333333333333,17
DecisionTreeClassifier,0.1833333333333333,17
GradientBoostingClassifier,0.15,17
KNeighborsClassifier,0.1833333333333333,17
LogisticRegression,0.15,17
MLPClassifier,0.15,17
NearestCentroid,0.05,17
RandomForestClassifier,0.1333333333333333,17
SVC,0.15,17
AdaBoostClassifier,0.1833333333333333,18
BaggingClassifier,0.1833333333333333,18
DecisionTreeClassifier,0.1666666666666666,18
GradientBoostingClassifier,0.15,18
KNeighborsClassifier,0.1666666666666666,18
LogisticRegression,0.15,18
MLPClassifier,0.15,18
NearestCentroid,0.0666666666666666,18
RandomForestClassifier,0.1333333333333333,18
SVC,0.1666666666666666,18
AdaBoostClassifier,0.1833333333333333,19
BaggingClassifier,0.1666666666666666,19
DecisionTreeClassifier,0.15,19
GradientBoostingClassifier,0.1166666666666666,19
KNeighborsClassifier,0.15,19
LogisticRegression,0.15,19
MLPClassifier,0.15,19
NearestCentroid,0.0333333333333333,19
RandomForestClassifier,0.15,19
SVC,0.15,19
AdaBoostClassifier,0.15,20
BaggingClassifier,0.15,20
DecisionTreeClassifier,0.15,20
GradientBoostingClassifier,0.15,20
KNeighborsClassifier,0.15,20
LogisticRegression,0.15,20
MLPClassifier,0.15,20
RandomForestClassifier,0.15,20
SVC,0.15,20
AdaBoostClassifier,0.15,21
BaggingClassifier,0.15,21
DecisionTreeClassifier,0.15,21
GradientBoostingClassifier,0.15,21
KNeighborsClassifier,0.15,21
LogisticRegression,0.15,21
MLPClassifier,0.15,21
RandomForestClassifier,0.15,21
SVC,0.15,21
